국가명,국가코드(ISO 2자리 코드),겸임(관할),재외공관 유형,재외공관명,재외공관 위도,재외공관 경도,전화번호,영사콜센터번호,무료전화번호,긴급전화번호,재외공관주소
크로아티아,HR,일반,대사관,주 크로아티아 대한민국 대사관,45.840064,15.975947,(385)1-4821-282,(82)2-3210-0404,080-020-0219,(385)91-2200-325,"Ksaverska cesta 111/A-B, 10000 Zagreb, Croatia,"
키르기즈,KG,일반,대사관,주 키르기즈공화국 대한민국 대사관,42.8425,74.62291667,(996)312-579-771,(82)2-3210-0404,080-020-0219,(996)500-579-773,"35, Str. Akhunbaev, Bishkek, Kyrgyz Republic, 720064,"
키리바시,KI,겸임,대사관,주 피지 대한민국 대사관,-18.140068,178.423532,(679)330-0977,(82)2-3210-0404,080-020-0219,(679)992-2186,"8th Fl., Vanua House, Victoria Parade, Suva, Fiji,"
타이완,TW,일반,대표부,주 타이베이 대한민국 대표부,25.034346,121.560907,(886)2-2758-8320,(82)2-3210-0404,080-020-0219,(886)912-069-230,"Rm. 1506, No.333, Sec. 1, Kee-lung Rd., Taipei, Taiwan,"
타지키스탄,TJ,일반,대사관,주 타지키스탄 대한민국 대사관,38.578525,68.795608,(992)44-600-2114,(82)2-3210-0404,080-020-0219,(992)93-960-2114,"Azazi Str., 17A Ashgabat, Turkmenistan,"
탄자니아,TZ,일반,대사관,주 탄자니아 대한민국 대사관,-6.813547,39.289251,(255)22-211-6086,(82)2-3210-0404,080-020-0219,(255)743-8282-04,"19th floor, Golden Jubilee Towers, Ohio street, City Centre, P.O. Box 1154, Dar es Salaam, Tanzania,"
태국,TH,일반,대사관,주 태국 대한민국 대사관,13.767403,100.577986,(66)2-247-7537,(82)2-3210-0404,080-020-0219,(66)81-914-5803,"23 Thiam-Ruammit Road, Ratchadapisek, Huay-Kwang, Bangkok 10310, Thailand,"
터키,TR,일반,대사관,주 터키 대한민국 대사관,39.89637,32.855855,(90)312-468-4821,(82)2-3210-0404,080-020-0219,(90)533-203-6535,"Alacam Sok. No.5, Cankaya, Ankara 06690, Turkey,"
터키,TR,일반,총영사관,주 이스탄불 대한민국 총영사관,41.06216343,28.97322681,(90)212-368-8368,(82)2-3210-0404,080-020-0219,(90)534-053-3849,"Asker Ocagi Caddesi Suzer Plaza No:6 Kat:4 Elmadag Sisli/stanbul,"
토고,TG,겸임,대사관,주 가나 대한민국 대사관,5.575495,-0.185161,(233)302-771-705,(82)2-3210-0404,080-020-0219,(233)244-321-858,"No.10, Fifth Avenue Extension, Cantonments, P.O.Box GP 13700, Accra, Ghana,"
통가,TO,겸임,대사관,주 뉴질랜드 대한민국 대사관,-41.28572,174.777313,(64)4-473-9073,(82)2-3210-0404,080-020-0219,(64)21-0269-3271,"11th Floor, Harbour Tower, 2 Hunter Street, Wellington 6011, New Zealand,"
투르크메니스탄,TM,일반,대사관,주 투르크메니스탄 대한민국 대사관,37.9335715,58.3957133,(993)12-94-72-86,(82)2-3210-0404,080-020-0219,(993)6585-7173,"Azazi Str., 17A Ashgabat, Turkmenistan,"
투발루,TV,겸임,대사관,주 피지 대한민국 대사관,-18.140068,178.423532,(679)330-0977,(82)2-3210-0404,080-020-0219,(679)992-2186,"8th Fl., Vanua House, Victoria Parade, Suva, Fiji,"
튀니지,TN,일반,대사관,주 튀니지 대한민국 대사관,36.83541,10.1674,(216)71-198-595,(82)2-3210-0404,080-020-0219,(216)99-567-040,"Immeuble BLUE SQUARE, Avenue de la Bourse, les Jardins du Lac 2, 1053 Tunis, Tunisia,"
트리니다드토바고,TT,일반,대사관,주 트리니다드토바고 대한민국 대사관,10.669715,-61.522711,(1)868-622-9081,(82)2-3210-0404,080-020-0219,(1)868-316-5672,"30# Elizabth street, St.Clair, Port of Spain, Trinidad and Tobago,"
파나마,PA,일반,대사관,주 파나마 대한민국 대사관,8.97774,-79.515851,(507)264-8203,(82)2-3210-0404,080-020-0219,(507)6747-0173,"RBS Tower, Piso 14. Calle Ram&oacute;n H. Jurado. Paitilla, corregimiento de San Francisco. Ciudad de Panam&aacute;,"
파라과이,PY,일반,대사관,주 파라과이 대한민국 대사관,-25.299949,-57.580065,(595)21-605-401,(82)2-3210-0404,080-020-0219,(595)981-593-448,"Av. Rep. Argentina Nro. 678 esq. Pacheco, Asuncion, Paraguay,"
파키스탄,PK,일반,대사관,주 파키스탄 대한민국 대사관,33.734637,73.127247,(92)51-227-9380,(82)2-3210-0404,080-020-0219,(92)301-854-6944,"Block 13, Street 29, G-5/4, Diplomatic Enclave Ⅱ, Islamabad, Pakistan,"
파키스탄,PK,일반,분관,주 카라치 대한민국 분관,24.79085,67.054657,(92)21-3585-3950,(82)2-3210-0404,080-020-0219,(92)333-223-7271,"101, 29th Street(Off, Khayaban-e-Mohafiz) Phase-VI, DHA, Karachi, Pakistan,"
파푸아뉴기니,PG,일반,대사관,주 파푸아뉴기니독립국 대한민국 대사관,-9.476991,147.150749,(675)321-5822,(82)2-3210-0404,080-020-0219,(675)7394-6778,"P.O.Box 381 Port Moresby, Papua New Guinea, 4th floor, Pacific MMI Building, Sec 21, Lot 2&amp;3, Champion Parade, Granville, Port Moresby, Papua New Guinea,"
팔라우,PW,겸임,대사관,주 필리핀 대한민국 대사관,14.54077826,121.0552698,(63)2-8856-9210,(82)2-3210-0404,080-020-0219,(63)917-817-5703,"122 Upper Mckinley Road, Mckinley Town Center, Fort Bonifacio, Taguig City 1634,"
페루,PE,일반,대사관,주 페루 대한민국 대사관,-12.091936,-77.048906,(51)1-632-5000,(82)2-3210-0404,080-020-0219,(51)998-787-454,"Calle Guillermo Marconi 165, San Isidro, Lima, Peru,"
포르투갈,PT,일반,대사관,주 포르투갈 대한민국 대사관,38.7371,-9.147366,(351)21-793-7200,(82)2-3210-0404,080-020-0219,(351)91-079-5055,"Av.Miguel Bombarda 36, 7&deg;, 1051-802 Lisboa Portugal,"
폴란드,PL,일반,대사관,주 폴란드 대한민국 대사관,52.21676,21.041807,(48)22-559-2900,(82)2-3210-0404,080-020-0219,(48)887-46-0600,"ul. Szwolezerow 6, 00-464, Warsaw, Poland,"
프랑스,FR,일반,대사관,주 프랑스 대한민국 대사관,48.858052,2.316395,(33)1-4753-0101,(82)2-3210-0404,080-020-0219,(33)6-8028-5396,"125 rue de Grenelle 75007 Paris,"
피지,FJ,일반,대사관,주 피지 대한민국 대사관,-18.140068,178.423532,(679)330-0977,(82)2-3210-0404,080-020-0219,(679)992-2186,"8th Fl., Vanua House, Victoria Parade, Suva, Fiji,"
핀란드,FI,일반,대사관,주 핀란드 대한민국 대사관,60.1648551,24.9443138,(358)9-2515-000,(82)2-3210-0404,080-020-0219,(358)40-903-1021,"Erottajankatu 7, 00130 Helsinki, Finland,"
필리핀,PH,일반,대사관,주 필리핀 대한민국 대사관,14.54077826,121.0552698,(63)2-8856-9210,(82)2-3210-0404,080-020-0219,(63)917-817-5703,"122 Upper Mckinley Road, Mckinley Town Center, Fort Bonifacio, Taguig City 1634,"
필리핀,PH,일반,분관,주 세부 대한민국 분관,10.316248,123.908387,(63)32-231-1516,(82)2-3210-0404,080-020-0219,(63)917-808-3907,"11th Floor, AppleOne-Equicom Tower, Mindanao Avenue corner, Biliran Roadk, Cebu Business Park, Cebu City, 6000 Philippines.,"
헝가리,HU,일반,대사관,주 헝가리 대한민국 대사관,47.51173,19.073067,(36)1-462-3080,(82)2-3210-0404,080-020-0219,(36)30-550-9922,"1062 Budapest, Andrassy ut 109, Hungary,"
호주,AU,일반,대사관,주 호주 대한민국 대사관,-35.30982,149.112711,(61)2-6270-4100,(82)2-3210-0404,080-020-0219,(61)408-815-922,"113 Empire Circuit, Yarralumla ACT 2600, Australia,"
호주,AU,일반,분관,주 멜번 대한민국 분관,-37.854733,144.981904,(61)3-9533-3800,(82)2-3210-0404,080-020-0219,(61)418-435-915,"Level 10, 636 St kilda rd, Melbourne VIC 3004,"
호주,AU,일반,총영사관,주 시드니 대한민국 총영사관,-33.870306,151.206111,(61)2-9210-0200,(82)2-3210-0404,080-020-0219,(61)403-546-058,"Level 10, 44 Market Street Sydney NSW 2000,"
