Year	Month	Date	Time	IP	URL
2018	12	25	214001	222.*.24.5	-
2018	12	25	60002	59.*.221.125	-
2018	12	25	150001	180.*.56.132	-
2018	12	25	22500	211.*.44.61	-
2018	12	25	40000	221.*.0.210	-
2018	12	25	43501	115.*.238.134	-
2018	12	25	194001	211.*.1.55	-
2018	12	25	55001	210.*.20.141	-
2018	12	25	3502	112.*.180.4	-
2018	12	25	145000	211.*.13.171	-
2018	12	25	500	52.*.37.21	-
2018	12	25	95001	210.*.210.71	-
2018	12	25	170001	222.*.225.10	-
2018	12	25	75000	218.*.64.56	-
2018	12	25	21502	114.*.185.93	-
2018	12	25	102502	180.*.56.132	-
2018	12	25	101500	223.*.46.165	-
2018	12	25	71000	211.*.1.106	-
2018	12	25	74001	112.*.249.122	-
2018	12	25	193001	220.*.208.151	-
2018	12	25	123002	211.*.206.66	-
2018	12	25	175501	121.*.178.180	-
2018	12	25	152003	211.*.8.51	-
2018	12	25	110000	61.*.89.234	-
2018	12	25	83503	61.*.89.234	-
2018	12	25	211000	121.*.187.55	-
2018	12	25	194001	27.*.113.108	-
2018	12	25	191748	27.*.65.81	-
2018	12	25	222501	122.*.239.115	-
2018	12	25	55500	124.*.248.95	-
2018	12	25	145001	211.*.1.3	-
2018	12	25	165501	222.*.225.115	-
2018	12	25	84500	211.*.1.19	-
2018	12	25	21500	1.*.123.42	-
2018	12	25	121502	110.*.128.6	-
2018	12	25	194002	103.*.220.2	-
2018	12	25	214500	180.*.138.68	-
2018	12	25	34501	1.*.83.241	-
2018	12	25	130502	121.*.3.139	-
2018	12	25	81001	222.*.128.50	-
2018	12	25	205002	119.*.200.219	-
2018	12	25	162501	218.*.30.14	-
2018	12	25	183000	119.*.87.3	-
2018	12	25	212500	125.*.201.3	-
2018	12	25	195500	175.*.19.34	-
2018	12	25	50000	114.*.35.158	-
2018	12	25	31003	115.*.238.134	-
2018	12	25	222500	222.*.225.115	-
2018	12	25	33500	121.*.87.218	-
2018	12	25	1000	211.*.1.106	-
2018	12	26	51500	52.*.66.126	-
2018	12	26	74000	121.*.177.250	-
2018	12	26	13003	211.*.1.19	-
2018	12	26	21001	59.*.109.139	-
2018	12	26	104001	58.*.57.15	-
2018	12	26	21500	106.*.251.42	-
2018	12	26	44000	103.*.134.180	-
2018	12	26	205002	122.*.239.115	-
2018	12	26	63504	211.*.59.78	-
2018	12	26	20000	211.*.1.214	-
2018	12	26	155501	121.*.177.250	-
2018	12	26	122001	27.*.203.209	-
2018	12	26	3500	121.*.122.90	-
2018	12	26	185501	210.*.114.244	-
2018	12	26	54002	115.*.238.134	-
2018	12	26	232003	1.*.199.222	-
2018	12	26	60000	115.*.25.150	-
2018	12	26	41503	1.*.227.25	-
2018	12	26	174001	175.*.69.8	-
2018	12	26	11502	27.*.106.213	-
2018	12	26	55501	103.*.183.203	-
2018	12	26	103002	58.*.29.39	-
2018	12	26	190500	218.*.111.175	-
2018	12	26	42500	121.*.178.180	-
2018	12	26	23000	211.*.1.106	-
2018	12	26	132502	121.*.79.152	-
2018	12	26	93500	211.*.66.127	-
2018	12	26	74002	121.*.66.114	-
2018	12	26	234001	221.*.100.215	-
2018	12	26	163504	175.*.102.73	-
2018	12	26	133000	115.*.238.134	-
2018	12	26	124001	58.*.13.83	-
2018	12	26	23003	218.*.30.14	-
2018	12	26	155000	218.*.54.184	-
2018	12	26	52500	125.*.196.112	-
2018	12	26	73504	121.*.105.145	-
2018	12	26	191502	1.*.83.241	-
2018	12	26	225501	210.*.193.5	-
2018	12	26	152001	61.*.242.130	-
2018	12	26	191501	180.*.62.156	-
2018	12	26	80000	1.*.236.27	-
2018	12	26	35502	218.*.64.245	-
2018	12	26	190001	218.*.30.14	-
2018	12	26	35502	121.*.122.90	-
2018	12	26	14002	1.*.64.11	-
2018	12	26	175501	114.*.185.93	-
2018	12	26	221001	61.*.89.234	-
2018	12	26	54001	115.*.238.134	-
2018	12	26	152001	58.*.215.78	-
2018	12	26	33000	125.*.196.119	-
2018	12	26	190501	180.*.10.26	-
2018	12	26	63002	222.*.60.209	-
2018	12	26	41502	116.*.138.73	-
2018	12	26	130000	211.*.98.82	-
2018	12	26	222501	61.*.189.14	-
2018	12	26	123001	52.*.72.146	-
2018	12	26	231003	112.*.175.197	-
2018	12	26	202004	221.*.0.210	-
2018	12	26	171502	112.*.175.197	-
2018	12	26	80500	110.*.131.103	-
2018	12	26	165502	110.*.129.170	-
2018	12	26	185002	121.*.128.206	-
2018	12	26	83500	211.*.13.182	-
2018	12	26	202502	115.*.238.207	-
2018	12	26	165503	61.*.230.35	-
2018	12	26	162501	210.*.40.214	-
2018	12	26	230002	211.*.12.221	-
2018	12	26	91500	110.*.128.6	-
2018	12	26	164001	112.*.233.252	-
2018	12	26	163502	110.*.131.107	-
2018	12	26	44003	1.*.44.52	-
2018	12	26	140502	175.*.213.136	-
2018	12	26	13501	211.*.1.158	-
2018	12	26	123003	112.*.106.71	-
2018	12	26	55503	117.*.14.162	-
2018	12	26	70001	222.*.9.68	-
2018	12	26	65503	125.*.139.52	-
2018	12	26	224501	106.*.246.82	-
2018	12	26	211501	175.*.146.182	-
2018	12	26	114500	121.*.128.171	-
2018	12	26	111002	203.*.238.163	-
2018	12	26	202501	117.*.14.162	-
2018	12	26	192500	210.*.40.214	-
2018	12	26	171002	106.*.246.82	-
2018	12	26	142502	160.*.161.10	-
2018	12	26	164000	211.*.237.99	-
2018	12	26	41502	210.*.181.71	-
2018	12	26	14500	222.*.108.117	-
2018	12	26	213002	122.*.202.107	-
2018	12	26	64003	211.*.252.34	-
2018	12	26	34501	211.*.151.131	-
2018	12	26	70501	121.*.177.250	-
2018	12	26	101002	210.*.114.244	-
2018	12	26	54503	183.*.79.62	-
2018	12	26	55501	103.*.183.203	-
2018	12	26	55000	121.*.59.157	-
2018	12	26	162001	27.*.64.19	-
2018	12	26	101001	112.*.238.158	-
2018	12	26	90003	182.*.143.25	-
2018	12	26	55502	112.*.249.122	-
2018	12	26	84001	1.*.236.27	-
2018	12	26	11000	175.*.19.35	-
2018	12	26	110501	115.*.69.217	-
2018	12	26	151502	52.*.74.4	-
2018	12	26	61000	125.*.196.119	-
2018	12	26	42501	222.*.60.210	-
2018	12	26	112502	114.*.57.90	-
2018	12	26	160500	175.*.102.73	-
2018	12	26	122500	211.*.1.214	-
2018	12	26	193000	106.*.246.82	-
2018	12	26	214502	203.*.19.215	-
2018	12	26	72502	115.*.166.3	-
2018	12	26	83000	218.*.64.56	-
2018	12	26	144501	221.*.35.85	-
2018	12	26	41001	125.*.201.41	-
2018	12	26	155001	110.*.131.103	-
2018	12	26	224502	222.*.197.5	-
2018	12	26	1500	112.*.7.241	-
2018	12	26	214501	27.*.118.60	-
2018	12	26	155502	121.*.61.15	-
2018	12	26	164615	106.*.13.69	-
2018	12	26	82500	220.*.37.1	-
2018	12	26	230001	1.*.219.196	-
2018	12	26	225001	106.*.246.82	-
2018	12	26	135502	27.*.64.19	-
2018	12	26	210001	211.*.8.51	-
2018	12	26	2003	175.*.114.52	-
2018	12	26	192002	27.*.99.172	-
2018	12	26	3503	61.*.52.145	-
2018	12	26	192502	121.*.66.114	-
2018	12	26	44502	58.*.29.39	-
2018	12	26	94500	210.*.68.11	-
2018	12	26	223001	27.*.70.74	-
2018	12	26	222503	114.*.43.225	-
2018	12	26	202501	117.*.14.162	-
2018	12	26	50000	218.*.6.68	-
2018	12	26	110500	220.*.202.72	-
2018	12	26	231501	118.*.225.210	-
2018	12	26	53502	58.*.29.39	-
2018	12	26	162501	121.*.177.250	-
2018	12	26	174001	61.*.92.8	-
2018	12	26	230503	114.*.50.2	-
2018	12	26	221003	211.*.225.138	-
2018	12	26	145502	61.*.242.130	-
2018	12	26	23518	118.*.249.50	-
2018	12	26	20000	211.*.1.214	-
2018	12	26	204002	211.*.231.130	-
2018	12	26	42002	221.*.35.85	-
2018	12	26	2003	175.*.168.157	-
2018	12	26	83000	218.*.64.56	-
2018	12	26	33002	125.*.201.41	-
2018	12	26	32502	211.*.97.48	-
2018	12	26	132502	121.*.79.152	-
2018	12	26	111502	52.*.74.4	-
2018	12	26	110000	1.*.249.174	-
2018	12	26	165503	121.*.61.15	-
2018	12	26	105002	115.*.122.134	-
2018	12	26	122501	112.*.249.122	-
2018	12	26	102501	218.*.6.68	-
2018	12	26	74002	211.*.206.66	-
2018	12	26	100501	27.*.113.108	-
2018	12	26	30500	211.*.44.61	-
2018	12	26	74002	218.*.6.68	-
2018	12	26	65002	183.*.79.62	-
2018	12	26	71000	222.*.108.117	-
2018	12	26	110001	175.*.189.210	-
2018	12	26	20501	218.*.6.68	-
2018	12	26	173502	103.*.183.203	-
2018	12	26	3500	211.*.1.105	-
2018	12	26	233502	106.*.246.82	-
2018	12	26	211502	211.*.225.138	-
2018	12	26	10001	218.*.33.210	-
2018	12	26	82001	222.*.9.68	-
2018	12	26	80500	115.*.69.217	-
2018	12	26	153500	110.*.131.103	-
2018	12	26	10001	218.*.33.210	-
2018	12	26	222002	218.*.64.59	-
2018	12	26	52002	211.*.131.96	-
2018	12	26	190000	122.*.164.39	-
2018	12	26	2003	175.*.168.157	-
2018	12	26	24001	211.*.1.106	-
2018	12	26	44502	14.*.93.203	-
2018	12	26	4003	211.*.1.3	-
2018	12	26	222002	222.*.128.50	-
2018	12	26	101000	218.*.33.210	-
2018	12	26	151000	210.*.68.11	-
2018	12	26	164706	106.*.246.82	-
2018	12	26	150001	211.*.139.120	-
2018	12	26	31001	61.*.94.3	-
2018	12	26	63503	222.*.60.212	-
2018	12	26	180000	175.*.146.182	-
2018	12	26	115500	123.*.151.93	-
2018	12	26	223001	27.*.70.74	-
2018	12	26	104500	121.*.105.145	-
2018	12	26	60501	112.*.7.241	-
2018	12	26	173002	121.*.79.152	-
2018	12	26	141501	180.*.56.197	-
2018	12	26	165503	61.*.230.35	-
2018	12	26	43000	218.*.59.213	-
2018	12	26	190002	183.*.123.118	-
2018	12	26	203004	1.*.71.108	-
2018	12	26	235501	61.*.52.145	-
2018	12	26	154000	118.*.229.67	-
2018	12	26	100501	211.*.1.152	-
2018	12	26	30002	218.*.6.68	-
2018	12	26	91002	110.*.128.6	-
2018	12	26	145502	122.*.202.81	-
2018	12	26	63500	58.*.57.15	-
2018	12	26	34501	210.*.210.71	-
2018	12	26	95500	1.*.192.149	-
2018	12	26	35002	180.*.127.212	-
2018	12	26	82000	182.*.85.238	-
2018	12	26	230502	211.*.97.48	-
2018	12	26	44500	125.*.196.112	-
2018	12	26	174501	210.*.58.10	-
2018	12	26	132502	222.*.128.50	-
2018	12	26	21502	222.*.133.214	-
2018	12	26	200002	117.*.14.162	-
2018	12	26	53001	14.*.85.108	-
2018	12	26	140500	211.*.206.66	-
2018	12	26	25000	211.*.1.106	-
2018	12	26	233501	118.*.229.67	-
2018	12	26	40001	14.*.29.42	-
2018	12	26	1003	121.*.79.152	-
2018	12	26	155502	118.*.249.50	-
2018	12	26	32501	27.*.64.19	-
2018	12	26	34501	210.*.210.71	-
2018	12	26	23003	112.*.180.4	-
2018	12	26	41502	124.*.174.61	-
2018	12	26	233501	222.*.133.214	-
2018	12	26	71003	211.*.1.107	-
2018	12	26	45002	27.*.64.19	-
2018	12	26	73000	27.*.127.246	-
2018	12	26	73001	1.*.236.27	-
2018	12	26	70002	220.*.37.1	-
2018	12	26	183003	103.*.134.180	-
2018	12	26	165503	61.*.230.35	-
2018	12	26	53502	222.*.74.202	-
2018	12	26	144001	218.*.201.157	-
2018	12	26	182503	61.*.3.50	-
2018	12	26	124001	220.*.148.29	-
2018	12	26	150001	180.*.19.55	-
2018	12	26	43503	211.*.1.106	-
2018	12	26	41000	125.*.196.119	-
2018	12	26	222501	220.*.68.85	-
2018	12	26	222002	222.*.128.50	-
2018	12	26	202502	27.*.203.209	-
2018	12	26	144501	221.*.35.85	-
2018	12	26	15501	203.*.213.64	-
2018	12	26	23642	61.*.5.224	-
2018	12	26	223002	114.*.43.225	-
2018	12	26	23642	61.*.5.224	-
2018	12	26	61501	180.*.192.126	-
2018	12	26	81502	118.*.238.133	-
2018	12	26	75002	58.*.57.15	-
2018	12	26	50501	1.*.135.190	-
2018	12	26	40002	117.*.14.162	-
2018	12	26	113000	121.*.115.110	-
2018	12	26	82000	121.*.206.110	-
2018	12	26	222002	211.*.231.130	-
2018	12	26	110000	1.*.249.174	-
2018	12	26	114500	115.*.25.161	-
2018	12	26	1002	211.*.1.105	-
2018	12	26	100000	211.*.1.19	-
2018	12	26	232501	121.*.115.110	-
2018	12	26	145002	116.*.42.142	-
2018	12	26	220501	211.*.81.226	-
2018	12	26	225500	115.*.96.82	-
2018	12	26	231002	203.*.19.215	-
2018	12	26	165503	211.*.158.158	-
2018	12	26	32001	221.*.35.85	-
2018	12	26	31502	121.*.122.90	-
2018	12	26	222002	58.*.57.15	-
2018	12	26	13000	61.*.189.14	-
2018	12	26	232501	203.*.238.163	-
2018	12	26	124004	218.*.64.56	-
2018	12	26	92501	210.*.14.43	-
2018	12	26	134500	110.*.129.170	-
2018	12	26	140501	61.*.181.150	-
2018	12	26	164000	27.*.64.19	-
2018	12	26	54001	180.*.52.221	-
2018	12	26	140001	61.*.18.167	-
2018	12	26	192001	106.*.246.82	-
2018	12	26	153501	115.*.25.161	-
2018	12	26	5004	211.*.81.226	-
2018	12	26	145501	122.*.202.81	-
2018	12	26	230002	211.*.109.17	-
2018	12	26	222000	121.*.153.165	-
2018	12	26	153500	112.*.104.71	-
2018	12	26	53503	211.*.32.1	-
2018	12	26	80503	1.*.116.141	-
2018	12	26	142502	160.*.161.10	-
2018	12	26	33502	175.*.19.40	-
2018	12	26	100500	59.*.216.201	-
2018	12	26	172003	116.*.75.249	-
2018	12	26	91000	210.*.40.214	-
2018	12	26	162503	61.*.92.8	-
2018	12	26	75000	110.*.131.103	-
2018	12	26	153501	103.*.183.203	-
2018	12	26	43003	121.*.122.90	-
2018	12	26	144000	52.*.66.126	-
2018	12	26	50002	220.*.205.12	-
2018	12	26	75000	1.*.227.25	-
2018	12	26	184502	218.*.30.14	-
2018	12	26	230001	27.*.102.247	-
2018	12	26	220500	103.*.181.181	-
2018	12	26	175002	58.*.61.46	-
2018	12	26	195500	112.*.9.194	-
2018	12	26	181001	122.*.202.107	-
2018	12	26	172000	121.*.145.111	-
2018	12	26	164000	114.*.57.90	-
2018	12	26	191500	180.*.138.68	-
2018	12	26	5501	210.*.20.141	-
2018	12	26	171000	180.*.204.93	-
2018	12	26	234501	211.*.231.130	-
2018	12	26	230002	1.*.219.196	-
2018	12	26	101000	121.*.115.110	-
2018	12	26	190000	125.*.60.112	-
2018	12	26	42001	112.*.180.4	-
2018	12	26	72002	219.*.33.112	-
2018	12	26	131502	112.*.255.18	-
2018	12	26	172502	1.*.116.141	-
2018	12	26	163003	110.*.131.107	-
2018	12	26	83001	115.*.238.134	-
2018	12	26	154501	61.*.18.167	-
2018	12	26	182001	39.*.6.40	-
2018	12	26	13503	180.*.10.26	-
2018	12	26	170001	218.*.200.114	-
2018	12	26	115500	123.*.151.93	-
2018	12	26	191001	210.*.20.141	-
2018	12	26	13503	211.*.1.19	-
2018	12	26	2003	59.*.93.100	-
2018	12	26	54001	211.*.97.48	-
2018	12	26	43503	112.*.216.185	-
2018	12	26	90002	211.*.97.48	-
2018	12	26	80503	112.*.238.158	-
2018	12	26	103000	58.*.61.46	-
2018	12	26	103500	211.*.66.127	-
2018	12	26	15003	122.*.161.26	-
2018	12	26	111500	121.*.3.139	-
2018	12	26	155500	211.*.1.214	-
2018	12	26	210000	222.*.63.182	-
2018	12	26	5502	175.*.102.73	-
2018	12	26	85503	211.*.13.171	-
2018	12	26	81502	118.*.238.133	-
2018	12	26	22000	14.*.133.188	-
2018	12	26	174001	61.*.92.8	-
2018	12	26	30000	61.*.86.72	-
2018	12	26	140000	210.*.14.30	-
2018	12	26	30503	1.*.21.123	-
2018	12	26	92001	203.*.238.163	-
2018	12	26	142502	121.*.105.145	-
2018	12	26	160500	121.*.3.139	-
2018	12	26	213501	1.*.29.77	-
2018	12	26	142000	121.*.170.3	-
2018	12	26	1003	210.*.210.71	-
2018	12	26	71002	118.*.238.133	-
2018	12	26	112002	182.*.85.238	-
2018	12	26	43503	211.*.1.106	-
2018	12	26	60500	211.*.252.34	-
2018	12	26	55503	218.*.6.68	-
2018	12	26	4000	59.*.216.201	-
2018	12	26	90501	211.*.252.34	-
2018	12	26	23659	121.*.79.152	-
2018	12	26	171502	112.*.175.197	-
2018	12	26	162001	211.*.98.82	-
2018	12	26	130001	183.*.122.34	-
2018	12	26	193003	123.*.151.93	-
2018	12	26	60002	116.*.42.142	-
2018	12	26	230502	211.*.97.48	-
2018	12	26	231502	106.*.246.82	-
2018	12	26	60500	211.*.252.34	-
2018	12	26	121003	27.*.64.19	-
2018	12	26	135000	112.*.233.252	-
2018	12	26	91001	112.*.143.87	-
2018	12	26	195002	222.*.9.68	-
2018	12	26	150500	27.*.112.98	-
2018	12	26	193001	106.*.246.82	-
2018	12	26	22500	61.*.86.72	-
2018	12	26	114500	121.*.128.171	-
2018	12	26	191501	27.*.118.227	-
2018	12	26	184000	222.*.225.10	-
2018	12	26	42500	121.*.178.180	-
2018	12	26	235502	211.*.81.226	-
2018	12	26	125001	110.*.129.170	-
2018	12	26	233502	106.*.246.82	-
2018	12	26	200500	218.*.64.59	-
2018	12	26	32501	27.*.64.19	-
2018	12	26	50500	222.*.24.5	-
2018	12	26	61503	211.*.1.107	-
2018	12	26	104501	210.*.14.43	-
2018	12	26	42000	110.*.128.6	-
2018	12	26	214500	180.*.62.156	-
2018	12	26	152001	218.*.201.157	-
2018	12	26	134000	115.*.25.161	-
2018	12	26	61000	222.*.128.50	-
2018	12	26	100500	59.*.216.201	-
2018	12	26	91000	121.*.140.212	-
2018	12	26	20001	101.*.114.131	-
2018	12	26	234501	125.*.139.52	-
2018	12	26	82001	61.*.242.130	-
2018	12	26	61502	175.*.168.157	-
2018	12	26	143501	1.*.116.141	-
2018	12	26	40002	117.*.14.162	-
2018	12	26	53500	116.*.138.73	-
2018	12	26	162001	27.*.64.19	-
2018	12	26	181500	27.*.99.172	-
2018	12	26	5501	220.*.202.72	-
2018	12	26	174501	220.*.208.151	-
2018	12	26	204000	117.*.227.92	-
2018	12	26	102002	110.*.129.170	-
2018	12	26	235000	218.*.64.45	-
2018	12	26	191001	119.*.235.129	-
2018	12	26	140502	121.*.61.88	-
2018	12	26	84502	175.*.19.35	-
2018	12	26	110500	220.*.202.72	-
2018	12	26	123502	121.*.105.145	-
2018	12	26	62502	110.*.129.170	-
2018	12	26	91501	101.*.95.94	-
2018	12	26	24502	210.*.225.242	-
2018	12	26	14002	1.*.64.11	-
2018	12	26	223001	27.*.70.74	-
2018	12	26	93001	222.*.27.248	-
2018	12	26	135500	180.*.19.55	-
2018	12	26	183003	115.*.238.207	-
2018	12	26	123503	123.*.151.93	-
2018	12	26	83504	115.*.166.3	-
2018	12	26	25502	211.*.229.150	-
2018	12	26	213502	175.*.146.182	-
2018	12	26	224000	118.*.33.73	-
2018	12	26	103500	211.*.66.127	-
2018	12	26	13501	211.*.81.226	-
2018	12	26	72000	112.*.7.241	-
2018	12	26	3002	112.*.217.102	-
2018	12	26	205001	106.*.246.82	-
2018	12	26	122501	112.*.249.122	-
2018	12	26	114502	124.*.187.220	-
2018	12	26	120501	123.*.164.138	-
2018	12	26	183503	122.*.202.107	-
2018	12	26	141000	211.*.1.214	-
2018	12	26	44500	119.*.209.9	-
2018	12	26	75000	1.*.227.25	-
2018	12	26	111001	121.*.61.88	-
2018	12	26	152002	14.*.133.188	-
2018	12	26	4500	115.*.15.185	-
2018	12	26	50001	110.*.153.31	-
2018	12	26	132501	61.*.18.167	-
2018	12	26	121003	27.*.64.19	-
2018	12	26	74501	115.*.238.134	-
2018	12	26	194001	218.*.64.45	-
2018	12	26	102001	14.*.217.135	-
2018	12	26	15501	211.*.37.42	-
2018	12	26	75503	61.*.242.130	-
2018	12	26	233003	1.*.192.149	-
2018	12	26	105002	110.*.129.170	-
2018	12	26	142000	160.*.161.10	-
2018	12	26	113504	61.*.3.50	-
2018	12	26	34001	210.*.225.242	-
2018	12	26	180001	112.*.9.194	-
2018	12	26	61004	121.*.105.145	-
2018	12	26	230001	27.*.102.247	-
2018	12	26	200502	160.*.161.10	-
2018	12	26	21502	218.*.33.210	-
2018	12	26	203500	27.*.118.227	-
2018	12	26	234000	222.*.133.214	-
2018	12	26	42500	1.*.46.231	-
2018	12	26	94000	14.*.233.239	-
2018	12	26	110500	61.*.3.50	-
2018	12	26	111002	203.*.238.163	-
2018	12	26	50000	125.*.201.41	-
2018	12	26	73004	123.*.5.138	-
2018	12	26	71501	175.*.102.73	-
2018	12	26	185001	211.*.234.40	-
2018	12	26	25503	211.*.229.150	-
2018	12	26	110501	115.*.69.217	-
2018	12	26	23004	210.*.20.141	-
2018	12	26	163504	175.*.102.73	-
2018	12	26	194501	59.*.178.1	-
2018	12	26	43504	115.*.238.134	-
2018	12	26	22000	58.*.61.40	-
2018	12	26	22000	121.*.211.177	-
2018	12	26	30502	210.*.123.20	-
2018	12	26	211001	110.*.129.170	-
2018	12	26	45000	211.*.1.151	-
2018	12	26	190503	106.*.246.82	-
2018	12	26	231501	211.*.78.130	-
2018	12	26	113000	121.*.115.110	-
2018	12	26	160000	1.*.71.108	-
2018	12	26	24002	27.*.64.19	-
2018	12	26	164615	106.*.13.69	-
2018	12	26	174500	110.*.131.103	-
2018	12	26	12500	121.*.177.250	-
2018	12	26	202501	103.*.134.180	-
2018	12	26	113504	211.*.101.157	-
2018	12	26	213001	222.*.9.68	-
2018	12	26	174500	110.*.131.103	-
2018	12	26	171501	211.*.13.171	-
2018	12	26	1001	58.*.61.40	-
2018	12	26	190500	118.*.229.67	-
2018	12	26	94500	210.*.68.11	-
2018	12	26	90003	218.*.64.56	-
2018	12	26	154502	52.*.74.4	-
2018	12	26	64002	1.*.236.27	-
2018	12	26	122501	218.*.33.210	-
2018	12	26	232001	106.*.251.42	-
2018	12	26	220003	203.*.238.163	-
2018	12	26	105000	121.*.177.250	-
2018	12	26	182002	115.*.238.207	-
2018	12	26	131501	210.*.122.202	-
2018	12	26	142500	112.*.238.158	-
2018	12	26	4000	59.*.216.201	-
2018	12	26	32002	211.*.109.17	-
2018	12	26	45000	220.*.202.72	-
2018	12	26	85000	211.*.13.171	-
2018	12	26	31001	210.*.114.244	-
2018	12	26	104500	121.*.115.110	-
2018	12	26	171503	114.*.43.225	-
2018	12	26	142002	118.*.33.73	-
2018	12	26	24000	222.*.255.89	-
2018	12	26	205503	106.*.246.82	-
2018	12	26	83000	115.*.69.217	-
2018	12	26	102500	110.*.131.103	-
2018	12	26	225002	219.*.79.51	-
2018	12	26	121501	121.*.128.171	-
2018	12	26	91001	121.*.128.171	-
2018	12	26	10001	61.*.166.232	-
2018	12	26	13501	125.*.201.41	-
2018	12	26	122002	175.*.189.210	-
2018	12	26	132502	121.*.79.152	-
2018	12	26	51002	210.*.109.134	-
2018	12	26	191001	211.*.1.152	-
2018	12	26	234002	210.*.14.28	-
2018	12	26	64502	210.*.210.71	-
2018	12	26	1500	61.*.89.234	-
2018	12	26	40501	119.*.67.143	-
2018	12	26	191501	219.*.33.112	-
2018	12	26	32500	211.*.1.214	-
2018	12	26	41503	211.*.1.19	-
2018	12	26	42503	124.*.248.95	-
2018	12	26	230002	1.*.219.196	-
2018	12	26	33000	119.*.87.3	-
2018	12	26	90000	58.*.13.83	-
2018	12	26	112000	117.*.14.162	-
2018	12	26	13001	115.*.69.5	-
2018	12	26	175500	203.*.160.208	-
2018	12	26	102501	210.*.109.134	-
2018	12	26	32501	58.*.29.39	-
2018	12	26	143500	203.*.160.208	-
2018	12	26	91502	121.*.88.70	-
2018	12	26	112002	211.*.13.171	-
2018	12	26	110000	110.*.129.170	-
2018	12	26	181003	211.*.176.47	-
2018	12	26	174501	210.*.58.10	-
2018	12	26	84002	121.*.3.139	-
2018	12	26	201502	222.*.9.68	-
2018	12	26	231001	218.*.64.56	-
2018	12	26	164558	106.*.246.82	-
2018	12	26	212000	211.*.1.3	-
2018	12	26	172001	114.*.177.69	-
2018	12	26	142002	27.*.64.19	-
2018	12	26	43504	183.*.79.62	-
2018	12	26	33501	220.*.37.1	-
2018	12	26	4000	61.*.189.14	-
2018	12	26	93001	211.*.1.155	-
2018	12	26	181002	27.*.106.213	-
2018	12	26	193000	110.*.131.107	-
2018	12	26	94000	121.*.211.177	-
2018	12	26	133000	183.*.79.142	-
2018	12	26	23000	211.*.1.106	-
2018	12	26	44500	112.*.7.241	-
2018	12	26	231501	118.*.225.210	-
2018	12	26	30000	218.*.111.175	-
2018	12	26	134002	175.*.102.73	-
2018	12	26	120001	121.*.177.112	-
2018	12	26	51500	52.*.66.126	-
2018	12	26	104000	1.*.192.149	-
2018	12	26	235500	114.*.85.66	-
2018	12	26	94002	52.*.77.133	-
2018	12	26	14500	222.*.108.117	-
2018	12	26	204503	222.*.24.78	-
2018	12	26	181002	210.*.174.218	-
2018	12	26	11501	122.*.161.26	-
2018	12	26	90000	58.*.13.83	-
2018	12	26	84002	121.*.61.15	-
2018	12	26	222002	58.*.57.15	-
2018	12	26	152002	211.*.1.161	-
2018	12	26	192500	103.*.134.180	-
2018	12	26	3003	218.*.201.157	-
2018	12	26	181500	218.*.30.14	-
2018	12	26	150001	58.*.57.10	-
2018	12	26	32501	211.*.1.3	-
2018	12	26	34502	58.*.57.10	-
2018	12	26	205003	112.*.91.130	-
2018	12	26	154000	27.*.64.19	-
2018	12	26	1003	210.*.210.71	-
2018	12	26	165501	110.*.129.170	-
2018	12	26	61503	121.*.79.152	-
2018	12	26	142000	121.*.93.252	-
2018	12	26	21001	106.*.251.42	-
2018	12	26	195002	121.*.79.152	-
2018	12	26	42501	222.*.60.209	-
2018	12	26	64502	210.*.210.71	-
2018	12	26	41500	61.*.94.3	-
2018	12	26	231002	27.*.113.17	-
2018	12	26	213001	222.*.9.68	-
2018	12	26	80502	220.*.205.12	-
2018	12	26	32002	58.*.61.40	-
2018	12	26	222500	106.*.251.42	-
2018	12	26	94500	210.*.68.11	-
2018	12	26	184502	218.*.30.14	-
2018	12	26	114500	115.*.25.161	-
2018	12	26	62500	210.*.123.20	-
2018	12	26	92502	58.*.254.244	-
2018	12	26	190502	114.*.177.69	-
2018	12	26	140001	119.*.167.248	-
2018	12	26	122002	175.*.189.210	-
2018	12	26	63500	211.*.252.34	-
2018	12	26	175001	211.*.84.115	-
2018	12	26	201001	118.*.219.156	-
2018	12	26	3503	112.*.91.130	-
2018	12	26	202502	115.*.238.207	-
2018	12	26	54503	183.*.79.62	-
2018	12	26	40002	211.*.1.55	-
2018	12	26	163501	218.*.200.114	-
2018	12	26	174001	175.*.69.8	-
2018	12	26	233002	211.*.66.127	-
2018	12	26	154000	27.*.64.19	-
2018	12	26	173502	218.*.200.114	-
2018	12	26	81503	219.*.33.112	-
2018	12	26	225502	61.*.182.233	-
2018	12	26	90002	118.*.238.133	-
2018	12	26	1500	121.*.3.139	-
2018	12	26	123502	121.*.105.145	-
2018	12	26	101502	183.*.79.142	-
2018	12	26	105502	121.*.153.165	-
2018	12	26	84002	211.*.234.40	-
2018	12	26	221002	119.*.214.130	-
2018	12	26	91001	121.*.3.139	-
2018	12	26	114502	121.*.62.182	-
2018	12	26	91001	112.*.143.87	-
2018	12	26	23002	211.*.1.214	-
2018	12	26	202502	106.*.246.82	-
2018	12	26	211500	203.*.19.215	-
2018	12	26	13502	218.*.33.210	-
2018	12	26	192001	103.*.181.181	-
2018	12	26	100000	222.*.27.248	-
2018	12	26	155000	218.*.54.184	-
2018	12	26	25500	211.*.24.121	-
2018	12	26	90003	182.*.143.25	-
